lui	209700.250
add	891081.938
addi	2427728.000
sub	7110.287
sll	 0.000
slli	3148.701
srl	 0.000
srli	 0.000
sra	 0.000
srai	957.091
jal	344207.281
j	189523.750
jalr	76018.898
jr	451449.281
beq	642489.438
bne	156367.141
blt	 0.000
ble	10439.960
lw	3969850.000
sw	1826537.250
out	481.909
in	 4.049
fadd	308354.844
fsub	167137.797
fmul	360835.875
fdiv	4766.649
feq	35226.262
flt	113287.305
fle	121140.883
fsqrt	6795.329
fneg	56501.625
itof	620.819
ftoi	721.984
fmvfr	1344470.000
fmvtr	446096.812
