動的命令数 89
lui	 0.000
add	 6.742
addi	25.843
sub	 0.000
sll	 0.000
slli	 0.000
srl	 0.000
srli	 0.000
sra	 0.000
srai	 0.000
j	 2.247
jal	 7.865
jr	 6.742
jalr	 0.000
beq	 0.000
ble	 2.247
beqi	 0.000
bnei	 0.000
blei	 5.618
bgei	 0.000
lw	11.236
sw	30.337
flw	 0.000
fsw	 0.000
out	 1.124
in	 0.000
fadd	 0.000
fsub	 0.000
fmul	 0.000
fdiv	 0.000
fsqrt	 0.000
feq	 0.000
flt	 0.000
fle	 0.000
ftoi	 0.000
itof	 0.000
flup	 0.000
fneg	 0.000
fmvfr	 0.000
fmvtr	 0.000
